lat,lng,amenity,country,admin,name
-43.8822427,169.0433422,motel,NZ,West Coast,Haast Lodge
-37.7230675,175.2540541,artwork,NZ,Waikato,Sculpture: Te Ohomauri O Matariki
-43.5432911,172.5809815,cafe,NZ,Canterbury,Cafe Kudos
-41.3121932,173.2340996,bank,NZ,Nelson,Westpac
-41.3141917,173.2337938,police,NZ,Nelson,Stoke
-41.3128822,173.2339655,florist,NZ,Nelson,Angelica Flowers
-41.3121892,173.2329248,fast_food,NZ,Nelson,Rainbow Takeaways
-43.5515754,172.5308876,convenience,NZ,Canterbury,Barkers Convenience Store
-38.3569666,176.3687108,hot_spring,NZ,Waikato,Rainbow Crater
-38.3564822,176.3680372,hot_spring,NZ,Waikato,The Weather Pool
-35.9591118,173.8639376,museum,NZ,Northland,Dargaville Maritime Museum
-35.9436318,173.8667148,fuel,NZ,Northland,Caltex
-43.5348377,172.5844141,place_of_worship,NZ,Canterbury,Every Nation Riccarton
-43.5435011,172.5464036,fuel,NZ,Canterbury,Mobil Wigram
-35.5320114,173.3903471,hostel,NZ,Northland,globetrotters
-40.9886377,173.0246293,camp_site,NZ,Tasman,Tinline Bay Camp
-35.2641575,174.1287303,hostel,NZ,Northland,Shelteted Waters Backpackers
-37.0118808,174.6053489,slipway,NZ,,Cornwallis Boat Ramp
-36.9100966,174.6510506,restaurant,NZ,Auckland,Gurkha Kitchen
-35.2626683,174.1225719,convenience,NZ,Northland,Four Square
-36.8808784,174.7980495,bank,NZ,Auckland,Westpac
-46.662019,169.0982117,attraction,NZ,Southland,Curio Bay Fossil Forest
-43.4801723,172.603394,fast_food,NZ,Canterbury,Grampian Street Fish & Chips
-43.4803436,172.6033135,pharmacy,NZ,Canterbury,Casebrook Pharmacy
-37.7384354,175.2526525,alcohol,NZ,Waikato,Bottlemart
-37.7386995,175.2545393,doctors,NZ,Waikato,Flagstaff Medical Centre
-37.7381074,175.2534601,realtor,NZ,Waikato,Lodge Real Estate
-37.7379187,175.2539666,optician,NZ,Waikato,Mysight Optometrists
-37.7377619,175.2539079,yes,NZ,Waikato,TLC Health & Fitness Club
-37.7380406,175.2540254,pharmacy,NZ,Waikato,Unichem Flagstaff Pharmacy
-45.4147739,167.7172033,laundry,NZ,Southland,Wash and Surf
-45.330069,168.7117526,attraction,NZ,Otago,The Kingston Flyer (vintage steam train)
-45.4202827,168.6743895,attraction,NZ,Southland,The Kingston Flyer (vintage steam train)
-45.0172398,168.7160446,fuel,NZ,Otago,Z Queenstown
-45.0335297,168.6617242,restaurant,NZ,Otago,Vesta (Oldest house of QTown)
-43.0415381,170.4431631,parking,NZ,West Coast,Hari Hari Coastal Walk
-36.8086399,174.7901095,fast_food,NZ,Auckland,McDonald's
-36.7722159,174.7402467,fast_food,NZ,Auckland,McDonald's
-42.4485202,171.2111791,bank,NZ,West Coast,BNZ
-41.1235987,173.0100704,fuel,NZ,Tasman,Caltex
-40.9505357,172.8692909,attraction,NZ,Tasman,Harwoods Hole
-41.2920361,174.0073361,supermarket,NZ,Marlborough,freshChoice
-40.7613077,175.1563773,information,NZ,Wellington,iSite
-41.2467985,174.7843289,station,NZ,Wellington,Simla Crescent
-41.246508,174.774278,station,NZ,Wellington,Awarua Street
-41.2460192,174.7887518,station,NZ,Wellington,Box Hill
-38.1317535,176.2446947,attraction,NZ,Bay of Plenty,Termal Area (Public)
-36.850614,174.764741,fast_food,NZ,Auckland,Wendys
-36.8554198,174.7656633,hotel,NZ,Auckland,Tetra Waldorf Apartments
-36.8497382,174.7637842,shoes,NZ,Auckland,Number One Shoes
-36.8484445,174.7628474,atm,NZ,Auckland,asb
-36.849698,174.7627401,atm,NZ,Auckland,asb
-36.8521803,174.7520206,cafe,NZ,Auckland,Rupa's Cafe
-36.8465198,174.7658733,supermarket,NZ,Auckland,New World
-36.8470407,174.7642887,bakery,NZ,Auckland,Hollywood
-36.8504945,174.7656807,restaurant,NZ,Auckland,Men Tatz
-36.8808977,174.7983289,bank,NZ,Auckland,ANZ
-36.8811467,174.8001321,library,NZ,Auckland,Remuera Library
-36.876654,174.8253808,fuel,NZ,Auckland,BP
-36.879188,174.7823071,motel,NZ,Auckland,Ascot Epsom Motel
-36.8845171,174.7864918,police,NZ,Auckland,Police Recruiting
-36.8822372,174.7847968,restaurant,NZ,Auckland,Mambo Italiano
-36.8824899,174.7850296,restaurant,NZ,Auckland,Sri Mahkota
-36.8773355,174.7797969,motel,NZ,Auckland,Dilworth Motel
-36.8500763,174.7650525,fast_food,NZ,Auckland,McDonald's
-45.0916506,170.9735406,fire_station,NZ,Otago,Oamaru Volunteer Fire Brigade
-37.1373281,175.5380902,viewpoint,NZ,,Birds Lookout
-44.6936602,169.1548983,parking,NZ,Otago,Mount Iron
-44.6895304,169.143618,electronics,NZ,Otago,Smith City
-44.693988,169.1411223,motel,NZ,Otago,Wanaka Heights Motel
-40.7560719,175.16363,restaurant,NZ,Wellington,La Casa Romana
-41.2322573,174.8017471,station,NZ,Wellington,Raroa
-36.85578,174.7667324,yes,NZ,Auckland,Rationalist House
-44.6895075,168.9910029,parking,NZ,Otago,Fern Burn Track
-36.8801184,174.8509526,fast_food,NZ,Auckland,Carl's Jr.
-36.8511746,174.7646499,bank,NZ,Auckland,ASB Bank
-36.8499899,174.7640276,bakery,NZ,Auckland,Classic Bakehouse
-36.8498945,174.7640722,bar,NZ,Auckland,B1 Bar
-36.847745,174.765866,hifi,NZ,Auckland,Camera and Camera
-38.6762879,176.8105562,camp_site,NZ,Bay of Plenty,Okahu Road campsite
-38.6756421,176.6992417,parking,NZ,Bay of Plenty,River Road carpark
-40.6253321,175.2820104,playground,NZ,Manawatu-Wanganui,Levin Adventure Park
-38.6834835,176.0765376,hostel,NZ,Waikato,Rainbow Lodge Backpackers
-45.4165221,167.713784,marketplace,NZ,Southland,Outside sport gear and hire
-45.4144917,167.7156821,cinema,NZ,Southland,Fiordland Cinema
-45.4209184,167.7230564,marketplace,NZ,Southland,Bevs tramping gear hire 16 Homer
-36.2750451,174.7913912,camp_site,NZ,Auckland,Goat Island Camping and Accommodation
-36.870197,174.8458886,garden_centre,NZ,Auckland,Sunhill Garden Center
-38.3561057,176.3641922,attraction,NZ,Waikato,Natural Warm Pool
-43.5206322,172.6418079,hotel,NZ,Canterbury,Bealey Avenue Motel
-37.7767111,175.2689102,motel,NZ,Waikato,Aaron Court
-37.7760568,175.2671388,motel,NZ,Waikato,Alcamo Motel
-37.7770841,175.269826,motel,NZ,Waikato,Aquarius Motor Inn
-37.776555,175.2671881,motel,NZ,Waikato,Atrium on Ulster
-37.7759011,175.2667544,motel,NZ,Waikato,Auto Lodge Motel
-37.7764488,175.2669051,motel,NZ,Waikato,Ballinor Motor Inn
-37.7761955,175.2675259,motel,NZ,Waikato,Barclay Motel
-37.7778884,175.270859,motel,NZ,Waikato,Bavaria Motel
-37.7763667,175.2666556,motel,NZ,Waikato,Beetham Park Motel
-37.7768854,175.2680856,motel,NZ,Waikato,Bella Vista Motel
-37.7774745,175.2697204,motel,NZ,Waikato,Camelot Motor Inn
-37.7777684,175.2716349,motel,NZ,Waikato,Cedar Lodge Motel
-37.7780016,175.271238,motel,NZ,Waikato,Chloes Motor Inn
-37.7771789,175.270286,motel,NZ,Waikato,Comfort Inn
-37.7761224,175.2660117,motel,NZ,Waikato,Fountain City Motor Inn
-37.7771172,175.2686373,motel,NZ,Waikato,Garden Court Motel
-37.7781583,175.2716198,motel,NZ,Waikato,Grosvenor Motor Inn
-37.7762721,175.2663832,motel,NZ,Waikato,Hygate Motor Lodge and Conference Centre
-37.7773481,175.269252,motel,NZ,Waikato,Kings Court Motor Inn
-37.7780415,175.2724439,hostel,NZ,Waikato,Microtel Backpackers
-37.7784775,175.2724868,motel,NZ,Waikato,Mill Lodge Motor Inn
-37.7776069,175.2701077,motel,NZ,Waikato,Motel Six
-37.7764563,175.2680912,motel,NZ,Waikato,Sails Motor Inn
-37.7775452,175.2711628,motel,NZ,Waikato,Settlers Motor Lodge
-37.7779266,175.270431,motel,NZ,Waikato,Ulster Lodge Motel
-37.9034869,175.4770215,motel,NZ,Waikato,Leamington Motel
-37.6959865,176.1069506,fuel,NZ,Bay of Plenty,Z Bethlehem
-44.9350586,169.3680183,parking,NZ,Otago,Logantown
-44.9160152,169.0563793,alpine_hut,NZ,Otago,Meg Hut
-44.9261661,169.043407,alpine_hut,NZ,Otago,Miners Hut
-44.872059,169.0202802,parking,NZ,Otago,Roaring Meg Pack Track
-44.9107802,169.0395186,information,NZ,Otago,Tuohys Saddle
-44.2492941,169.8783157,parking,NZ,Canterbury,Ben Ohau
-36.58859,175.46095,park,NZ,Waikato,Coromandel State Forest Park
-36.64249,175.53198,park,NZ,Waikato,Coromandel State Forest Park
-36.7313757,175.7699533,park,NZ,Waikato,Coromandel State Forest Park
-36.52435,175.32838,camp_site,NZ,,Fantail Bay
-36.52514,175.32774,slipway,NZ,,Fantail Bay Boat Ramp
-36.47656,175.39027,camp_site,NZ,Waikato,Fletchers Bay
-36.48343,175.34303,camp_site,NZ,Waikato,Port Jackson
-36.47742,175.39077,hostel,NZ,Waikato,Port Jackson Backpackers
-36.51237,175.42419,camp_site,NZ,Waikato,Stoney Bay
-37.0301,175.67344,shelter,NZ,Waikato,Moss Creek Hut
-38.8844105,175.2611169,motel,NZ,Manawatu-Wanganui,Alexander Spa Motel
-38.8830314,175.2570247,fuel,NZ,Manawatu-Wanganui,BP
-38.8895304,175.3239521,fuel,NZ,Manawatu-Wanganui,Caltex
-38.8843314,175.2644328,courthouse,NZ,Manawatu-Wanganui,Court House
-38.8831381,175.2637904,convenience,NZ,Manawatu-Wanganui,Four Square
-38.8834158,175.2576803,motel,NZ,Manawatu-Wanganui,Hilton Motel
-38.8827402,175.26805,cafe,NZ,Manawatu-Wanganui,JDZ Carriage  Cafe
-38.8832097,175.2608383,cafe,NZ,Manawatu-Wanganui,Jasmines Cafe
-38.8829677,175.2560735,motel,NZ,Manawatu-Wanganui,Kelly's Motel
-38.8842836,175.2600262,theatre,NZ,Manawatu-Wanganui,Little Theatre
-38.8828604,175.2565135,fast_food,NZ,Manawatu-Wanganui,McDonalds
-38.8830295,175.2703408,fuel,NZ,Manawatu-Wanganui,Mobil
-38.8828693,175.2655867,museum,NZ,Manawatu-Wanganui,Museum
-38.883207,175.2605087,atm,NZ,Manawatu-Wanganui,Quickcash
-38.8852072,175.2614006,public_building,NZ,Manawatu-Wanganui,RSA
-38.8880214,175.3232535,kindergarten,NZ,Manawatu-Wanganui,Rata Street Pre School
-38.8860494,175.2639212,public_building,NZ,Manawatu-Wanganui,Taumaruni District Council
-38.8840726,175.2617586,fire_station,NZ,Manawatu-Wanganui,Taumaruni Volunteer Fire Brigade
-38.884191,175.2610761,hotel,NZ,Manawatu-Wanganui,Taumarunui Hotel
-38.8872039,175.258335,sports_centre,NZ,Manawatu-Wanganui,Taumarunui Rugby and Sports Club
-38.8827493,175.2699494,veterinary,NZ,Manawatu-Wanganui,Taumarunui Vet Clinic
-38.884501,175.2656703,community_centre,NZ,Manawatu-Wanganui,Taumarunui and District Senior Citizen Assn
-38.8850175,175.2609202,motel,NZ,Manawatu-Wanganui,Twin Rivers Motel
-38.882943,175.2651271,information,NZ,Manawatu-Wanganui,i -Site
-45.076906,169.1461091,parking,NZ,Otago,Bannockburn
-45.0836849,169.1338035,ruins,NZ,Otago,Stewart Town
-45.1327735,169.0954839,attraction,NZ,Otago,Young Australian water wheel
-38.73642,175.09802,golf_course,NZ,Manawatu-Wanganui,Matiere Golf Course
-38.97091,174.6421,park,NZ,Taranaki,Mironui Scenic Reserve
-38.97571,174.83334,grave_yard,NZ,Manawatu-Wanganui,Morgans Grave
-38.942458,175.1454713,camp_site,NZ,Manawatu-Wanganui,Ohinepane Camping Ground (DOC)
-38.94207,175.14645,caravan_site,NZ,Manawatu-Wanganui,Ohura (Doc)
-39.05605,175.03796,shelter,NZ,Manawatu-Wanganui,Ohuraiti Hut
-36.9381574,174.6556232,theatre,NZ,Auckland,Titirangi Theatre
-36.9233387,174.6617668,convenience,NZ,Auckland,Dairy
-43.5330542,172.6062897,research,NZ,Canterbury,ARANZ Geo Ltd.
-36.879891,174.8965791,ferry_terminal,NZ,,Halfmoon Bay Warth
-36.8798598,174.8967246,ferry_terminal,NZ,,Halfmoon Bay Warth
-37.8740096,175.367487,restaurant,NZ,Waikato,The Woodbox
-41.28318,174.7573795,convenience,NZ,Wellington,Creswick Foodmarket
-41.2831912,174.7576403,fast_food,NZ,Wellington,Domino's Pizza
-41.283177,174.7572427,fast_food,NZ,Wellington,Castaway Takeouts
-41.2739411,174.7583322,hairdresser,NZ,Wellington,Streaks ahead
-41.2917079,174.7521904,attraction,NZ,Wellington,Zealandia
-43.9073852,171.7436566,fast_food,NZ,Canterbury,KFC
-43.9050777,171.7447721,fast_food,NZ,Canterbury,McDonald's
-43.9078954,171.7429643,fuel,NZ,Canterbury,Caltex
-40.3593041,175.6115349,supermarket,NZ,Manawatu-Wanganui,Pak'n'Save
-41.2904436,174.7751046,bar,NZ,Wellington,Vivo Wine Bar
-41.2907642,174.7750536,pub,NZ,Wellington,Little Beer Quarter
-35.9590303,173.8653908,attraction,NZ,Northland,Rainbow Warrier Masts
-43.9048537,171.7451905,fuel,NZ,Canterbury,Z
-37.7224325,175.2617277,community_centre,NZ,Waikato,The Vine Community Centre
-37.7229326,175.2621131,kindergarten,NZ,Waikato,Learning Links Childcare
-36.8783812,174.8556824,supermarket,NZ,Auckland,Four Square
-36.8767517,174.8558054,fuel,NZ,Auckland,Pak 'n' Save Fuel
-36.8791838,174.8552728,post_office,NZ,Auckland,Post SHop
-36.8782087,174.8551393,seafood,NZ,Auckland,Seafood Supermarket
-36.8786544,174.854717,video,NZ,Auckland,United Video
-43.1550258,172.7303872,library,NZ,Canterbury,Amberley Library
-43.1507621,172.7300761,cafe,NZ,Canterbury,Spoon
-43.1556481,172.730591,cafe,NZ,Canterbury,Sushi Maru
-43.1541766,172.7295396,supermarket,NZ,Canterbury,Amberley Four Square
-43.1532237,172.7265811,fire_station,NZ,Canterbury,Amberley Volunteer Fire Brigade
-43.1558599,172.7302755,fast_food,NZ,Canterbury,The Flying Fish
-43.1558599,172.7302755,fast_food,NZ,Canterbury,The Flying Fish
-43.1552181,172.7303774,bank,NZ,Canterbury,WestPack
-43.1534923,172.7293689,car,NZ,Canterbury,Arthur Burke's
-43.1534101,172.7290202,doityourself,NZ,Canterbury,Arthur Burke's
-40.3358359,175.6237271,sports_centre,NZ,Manawatu-Wanganui,Vautier Park Tennis Centre
-39.1084821,175.0706806,camp_site,NZ,Manawatu-Wanganui,Whakahoro Campsite
-38.9433206,175.1741958,cafe,NZ,Manawatu-Wanganui,Lavender Farm
-43.6022712,172.7241247,memorial,NZ,Canterbury,Upham Clock
-43.5125061,172.5959077,convenience,NZ,Canterbury,bryndwy corner
-43.51258,172.5960794,recycling,NZ,Canterbury,used clothes can be dropped off here
-41.0869994,175.4527224,fuel,NZ,Wellington,Challenge R & B Motors 
-41.048809,175.4487386,station,NZ,Wellington,Matarawa
-36.8896634,174.8335131,fast_food,NZ,Auckland,McDonald's
-39.6794951,175.800496,fast_food,NZ,Manawatu-Wanganui,McDonald's
-36.3954139,174.6598573,ruins,NZ,Auckland,Limestone kiln
-36.4082107,174.6813109,ruins,NZ,Auckland,Cement works
-36.8784878,174.8552871,bank,NZ,Auckland,BNZ
-36.8780758,174.8557377,bakery,NZ,Auckland,My Bakery 
-36.8778699,174.8558235,second_hand,NZ,Auckland,Salvation Army Shop
-36.8776639,174.8561025,fuel,NZ,Auckland,g.a.s.
-36.8782131,174.8545361,butcher,NZ,Auckland,Avons
-35.4525071,174.1411646,parking,NZ,Northland,Ruapekapeka parking
-35.1632652,173.1541914,guest_house,NZ,Northland,Beachfront Apartments Ahipara
-41.2602251,174.0352684,viewpoint,NZ,Marlborough,Queen Charlote View
-41.2505987,174.0488135,viewpoint,NZ,Marlborough,The Snout View
-41.2889342,174.0050081,pub,NZ,Marlborough,Toot 'n Whistle Inn
-38.2439766,176.4337966,camp_site,NZ,Bay of Plenty,Hot Water Beach Campsite
-38.239342,176.4234609,attraction,NZ,Bay of Plenty,Hot Pool (Natural)
-36.8478105,174.7643388,parking,NZ,Auckland,Tournament City Centre Car Park
-36.847965,174.7642905,parking,NZ,Auckland,Wilson Parking - Durham Lane
-45.8965502,170.5103258,car_repair,NZ,Otago,AA Service Centre Dunedin
-37.0057364,174.7955832,fire_station,NZ,Auckland,Auckland Airport Emergency Service Station
-36.660084,174.6667332,vending_machine,NZ,Auckland,Toll payment machine
-36.8545758,174.6302802,fuel,NZ,Auckland,Caltex
-36.7992755,174.6451793,cafe,NZ,Auckland,Bean & Gone
-36.8613252,174.7593046,office,NZ,Auckland,Rhema Broadcasting Group inc
-36.8624669,174.7587949,cafe,NZ,Auckland,Zest
-40.9011641,174.9844215,parking,NZ,Wellington,Airport Parking
-45.8775902,170.5044058,memorial,NZ,Otago,War Memorial
-44.4885311,167.9436638,alpine_hut,NZ,Southland,Kaipo Hut
-44.4345715,167.9551216,alpine_hut,NZ,Southland,derelict hut
-41.3123312,173.2331998,video,NZ,Nelson,Videoezy
-41.3121096,173.2330174,copyshop,NZ,Nelson,The CopyPress
-41.310695,173.2359402,Doctors_surgery,NZ,Nelson,Stoke Medical Centre
-36.833297,174.4242918,attraction,NZ,,Gannet Colony
-36.8704501,174.7109353,restaurant,NZ,Auckland,Zap Thai
-39.5405754,175.7470406,alpine_hut,NZ,Manawatu-Wanganui,Zeke's hut
-40.3465783,175.6319686,place_of_worship,NZ,Manawatu-Wanganui,St David's
-36.8500457,174.7704088,bar,NZ,Auckland,Old Government House
-43.4900427,172.1107779,restaurant,NZ,Canterbury,Darfield Hotel
-43.490222,172.1106119,pub,NZ,Canterbury,Darfield Hotel
-44.4907336,169.9727962,motel,NZ,Canterbury,Ahuriri Motels
-45.2520109,169.3924436,motel,NZ,Otago,Al Park View Motel
-45.0940679,169.6019886,hotel,NZ,Otago,Commercial Hotel Omakau
-36.9196518,174.8156208,fast_food,NZ,Auckland,McDonald's
-38.8829537,175.2624363,library,NZ,Manawatu-Wanganui,Taumarunui Library
-37.4917127,175.7798945,viewpoint,NZ,Waikato,Old Pylon
-45.0453965,169.1947241,motel,NZ,Otago,Anderson Park Motel
-45.0391716,169.1985071,motel,NZ,Otago,Asure Central Gold Motel
-45.0176673,168.7268966,chalet,NZ,Otago,Frankton Motor Camp
-46.4063982,168.3925413,motel,NZ,Southland,Coachmans Inn Motor Lodge
-46.3668475,168.019858,motel,NZ,Southland,Riverton Beach Motel
-46.1353359,167.689599,motel,NZ,Southland,Tuatapere Motel
-45.5607866,167.6179183,motel,NZ,Southland,Manapouri Lakeview Motor Inn
-45.0316035,168.6571654,hotel,NZ,Otago,Lomond Lodge
-44.6945681,169.1408195,motel,NZ,Otago,Alpine Motel
-44.6095086,169.2538592,motel,NZ,Otago,Lake Hawea Motor Inn
-43.6041452,172.7220908,memorial,NZ,Canterbury,Pilgrims Rock
-46.3280574,168.849153,pub,NZ,Southland,Three Rivers Hotel
-38.2434943,176.4333561,attraction,NZ,Bay of Plenty,Hot Water Beach
-46.3286161,168.8490662,library,NZ,Southland,Wyndham Library
-46.3317726,168.8482887,place_of_worship,NZ,Southland,Church
-46.3301021,168.8486159,townhall,NZ,Southland,Wyndham Memorial Hall
-36.8468819,174.7710228,hotel,NZ,Auckland,Jucy Hotel
-46.3284608,168.8486266,museum,NZ,Southland,Museum
-46.3319893,168.8461139,place_of_worship,NZ,Southland,Church
-40.3386188,175.621737,place_of_worship,NZ,Manawatu-Wanganui,St Mary's
-36.8489425,174.7742414,hotel,NZ,Auckland,Arena Hotel
-37.7281019,175.2741219,supermarket,NZ,Waikato,New World Rototuna
-37.7289283,175.273508,fast_food,NZ,Waikato,Hell Pizza
-37.7289156,175.27339,alcohol,NZ,Waikato,Liqour King
-37.7321986,175.2725523,fast_food,NZ,Waikato,Domino's Pizza
-37.7501181,175.278755,supermarket,NZ,Waikato,Countdown
-41.2580011,174.7801236,ruins,NZ,Wellington,Kaiwharawhara Magazine
-43.5114193,172.6032461,place_of_worship,NZ,Canterbury,St Matthews
-43.5114971,172.6035841,school,NZ,Canterbury,Kumon Fendalton Centre
-43.509513,172.5902803,supermarket,NZ,Canterbury,SuperValue
-43.5195227,172.5964601,place_of_worship,NZ,Canterbury,St Barnabas
-37.2588247,174.9477678,police,NZ,Waikato,Tuakau Police
-43.4072443,169.8277674,viewpoint,NZ,,Gillespies Beach
-43.4517898,169.9152658,viewpoint,NZ,West Coast,Peak View Point
-35.2261306,173.9499031,police,NZ,Northland,Kerikeri Police Station
-36.8505565,174.7649074,doctors,NZ,Auckland,Medical Center 
-36.8271488,174.7805594,swimming_pool,NZ,,Raft
-40.4733519,175.6393989,viewpoint,NZ,Manawatu-Wanganui,Platinum Mines
-40.3693627,175.6088698,swimming_pool,NZ,Manawatu-Wanganui,Lido Aquatic Centre
-37.7322877,175.2763334,kindergarten,NZ,Waikato,Rototuna Early Education Centre
-37.7320916,175.276661,arts_centre,NZ,Waikato,Rototuna Performing Arts Centre
-45.893198,170.5024972,museum,NZ,Otago,Dunedin Gasworks Museum
-39.1343219,175.6529628,viewpoint,NZ,Waikato,Emerald Lakes
-37.0627364,174.9424664,bank,NZ,Auckland,ASB
-36.5519143,174.4947727,sports_centre,NZ,Auckland,Makarau Scout Camp
-36.6183492,174.4955737,townhall,NZ,Auckland,Kaukapakapa Community Hall
-43.6948879,172.7352671,shelter,NZ,Canterbury,Mt Herbert Shelter
-43.3035583,172.5950461,cafe,NZ,Canterbury,Coffee Culture
-41.0673626,175.4018945,station,NZ,Wellington,Woodside
-36.9330388,174.9124697,bank,NZ,Auckland,ASB Bank
-36.9358035,174.9191518,kindergarten,NZ,Auckland,Dannemora Kindergarten
-36.9326373,174.9139626,department_store,NZ,Auckland,Farmers
-36.8962845,174.8348839,motel,NZ,Auckland,Ellerslie Highway Motel
-36.9145675,174.8700766,doctors,NZ,Auckland,The Travel Doctor
-38.0067345,177.2859686,hospital,NZ,Bay of Plenty,Opotiki Health Centre
-45.8769022,170.5002211,restaurant,NZ,Otago,The Speight's Ale House
-42.2699151,173.7375796,camp_site,NZ,Canterbury,Puhi Puhi basic campsite
-42.3509068,172.2231418,camp_site,NZ,West Coast,Marble Hill campsite
-43.3138554,172.4757939,hangar,NZ,Canterbury,Thompson Hanger
-43.3155264,172.478938,hangar,NZ,Canterbury,Buwalda Hangar
-43.3153308,172.4775642,house,NZ,Canterbury,Buwalda Residence
-36.6312823,174.762964,hospital,NZ,Auckland,Manly Medical Centre
-36.857394,174.7649737,cafe,NZ,Auckland,Sierra Cafe
-36.8570774,174.7647376,cafe,NZ,Auckland,Cafe Crema
-36.8567968,174.7634396,cafe,NZ,Auckland,Costa Cafe
-36.857997,174.7628714,pub,NZ,Auckland,SPE Bar and Restaurant
-36.8572893,174.7602103,cafe,NZ,Auckland,Alleluya Bar & Cafe
-36.8577402,174.7602984,restaurant,NZ,Auckland,Sal's Pizza
-36.8575626,174.7600667,cafe,NZ,Auckland,Honeytrap
-36.8580703,174.7606374,cafe,NZ,Auckland,Revel Cafe
-36.8583307,174.7551742,pub,NZ,Auckland,Thirsty Dog Tavern & Caf¨¦
-36.8605942,174.7670665,restaurant,NZ,Auckland,Cafe Karadeniz
-36.8607697,174.7678227,cafe,NZ,Auckland,Domain Deli
-36.8609058,174.76837,cafe,NZ,Auckland,Road Cafe Crema
-36.8609439,174.7685272,fast_food,NZ,Auckland,Subway
-36.8607432,174.7676581,pharmacy,NZ,Auckland,Grafton Pharmacy
-36.8606756,174.7674351,cafe,NZ,Auckland,Quiche
-39.1647589,176.3979681,camp_site,NZ,Hawke's Bay,Hot Springs
-39.1835495,176.4569845,camp_site,NZ,Hawke's Bay,Mangatutu Hot Springs campsite
-41.2850634,174.0052005,ferry_terminal,NZ,Marlborough,Picton Interislander terminal
-41.3510525,174.9240174,camp_site,NZ,Wellington,Catchpool campsite
-36.8833889,174.748831,veterinary,NZ,Auckland,Balmoral Veterinary Care
-36.8769206,174.7483312,guest_house,NZ,Auckland,Eden Park Bed and Breakfast
-36.8804069,174.7497315,dentist,NZ,Auckland,Lumino The Dentists
-43.6321878,172.625309,shelter,NZ,Canterbury,Sign of the Bellbird
-41.0796321,175.4610962,cafe,NZ,Wellington,Main Street Deli
-41.0777276,175.4629469,fire_station,NZ,Wellington,Greytown Volunteer Fire Brigade
-41.0799796,175.4605732,hairdresser,NZ,Wellington,Hair 1
-41.0818376,175.4585775,fast_food,NZ,Wellington,Greytown Takeaways
-41.0810676,175.4593879,restaurant,NZ,Wellington,Cuckoo Cafe
-41.0803922,175.4601976,fast_food,NZ,Wellington,Greytown Fish Supply
-41.0824967,175.4578426,cafe,NZ,Wellington,Corner Cafe
-41.0784397,175.4620697,police,NZ,Wellington,Greytown
-41.0822703,175.4580977,veterinary,NZ,Wellington,Vetcare
-41.0810552,175.4625581,kindergarten,NZ,Wellington,Greytown Kindergarten
-41.1185945,175.3787519,pub,NZ,Wellington,The Tin Hut
-40.951355,175.6589761,cinema,NZ,Wellington,Regent 3 Cinemas
-40.9618685,175.6238391,pub,NZ,Wellington,The Homestead Bar
-40.9640032,175.613023,fuel,NZ,Wellington,Caltex Truckstop Masterton
-40.9628852,175.6151742,fuel,NZ,Wellington,BP Truckstop Masterton
-41.1086958,175.0971848,fast_food,NZ,Wellington,Subway
-41.1094231,175.0969216,alcohol,NZ,Wellington,Rimutaka Liquorland
-36.8751115,174.6303493,car_repair,NZ,Auckland,VTNZ
-43.5334965,172.6349988,fast_food,NZ,Canterbury,Dmitris
-43.5334881,172.6350378,fast_food,NZ,Canterbury,Berry Healthy
-41.2937174,174.8225148,cafe,NZ,Wellington,Chocolate Fish Cafe
-45.4031661,167.6731448,camp_site,NZ,Southland,Broad Bay Campsite
-45.3895368,167.5718238,shelter,NZ,Southland,Forest Burn Saddle Emergency Shelter
-45.3829211,167.5363066,shelter,NZ,Southland,Hanging Valley Emergency Shelter
-41.2597545,174.7692833,viewpoint,NZ,Wellington,Fish Ladder
-38.1248384,178.3146258,hostel,NZ,Gisborne,Brians Place
-39.934501,175.0518144,theatre,NZ,Manawatu-Wanganui,Wanganui Opera House
-39.9356308,175.0532157,supermarket,NZ,Manawatu-Wanganui,Countdown
-39.9350325,175.0523624,car,NZ,Manawatu-Wanganui,Wanganui Motors
-39.9342386,175.0543633,cinema,NZ,Manawatu-Wanganui,Embassy 3 Cinema
-39.2023538,175.5400789,convenience,NZ,Manawatu-Wanganui,Whakapapa Camp Store
-46.4307333,168.3087192,kindergarten,NZ,Southland,Otatara Preschool
-46.4314894,168.2914759,townhall,NZ,Southland,Otatara Community Hall
-46.4314486,168.2910096,kindergarten,NZ,Southland,Otatara Kindergarten
-46.4312435,168.309717,alcohol,NZ,Southland,Wetlands LIquor
-46.4320736,168.2912071,restaurant,NZ,Southland,Ziffs Cafe and Bar
-46.432081,168.2971053,convenience,NZ,Southland,Otatara Four Square
-40.6853171,175.2394224,place_of_worship,NZ,Manawatu-Wanganui,St Stephen's
-46.4341685,168.2611357,camp_site,NZ,Southland,Beach RoadHoliday Park
-46.4342646,168.2600092,restaurant,NZ,Southland,The Cabbage Tree
-46.4073728,168.3476101,restaurant,NZ,Southland,Lone Star
-46.412374,168.3583365,supermarket,NZ,Southland,Countdown
-46.4025344,168.347771,restaurant,NZ,Southland,KFC
-46.3952613,168.3661174,supermarket,NZ,Southland,New World Windsor
-41.2566952,175.1065658,alpine_hut,NZ,Wellington,Waiorongomai Hut
-36.8738402,174.7368768,restaurant,NZ,Auckland,Tiffin
