@lat,@lon,amenity,historic,tourism,shop,office,leisure,craft,boundary,building,railway,admin_level,man_made,name
-37.1131649,175.7378926,parking,,,,,,,,,,,,Puketui Roadend Carpark
-37.1063884,175.7382937,parking,,,,,,,,,,,,Puketui Valley Carpark
-37.1121683,175.7319371,,,attraction,,,,,,,,,,Collins Drive
-37.6805946,176.1710204,,,,seafood,,,,,,,,,Fresh Fish Market
-37.9497851,176.9984003,,,information,,,,,,,,,,i-SITE
-43.5635388,172.6261199,,,,convenience,,,,,,,,,Somerfield Dairy
-41.5288114,173.9372976,,,,,,playground,,,,,,,Playground
-41.5136174,173.9627518,fast_food,,,,,,,,,,,,Burger King
-41.5015898,173.9596511,restaurant,,,,,,,,,,,,Ye Olde Malthouse
-41.5199919,173.9473130,kindergarten,,,,,,,,,,,,Springlands Kindergarten
-38.3569039,176.3680458,,,,,,hot_spring,,,,,,,Devil's Home
-36.1834329,175.3776106,,,alpine_hut,,,,,,,,,,Kaiaraara Hut
-41.8874123,172.7481010,,,camp_site,,,,,,,,,,Angelus Hut Campsite
-41.3118729,173.2333423,library,,,,,,,,,,,,Stoke Library
-43.1538531,172.7245711,,,,,,,,,,station,,,Amberley
-43.2993497,172.5970965,,,,,,,,,,station,,,Rangiora
-43.4478018,172.6375817,,,,,,,,,,station,,,Belfast
-43.0576985,172.7590214,,,,,,,,,,station,,,Waipara
-36.3238859,175.4932579,,,hotel,,,,,,,,,,Stray Possum Lodge
-41.2890809,174.7623417,restaurant,,,,,,,,,,,,Pratha To Go
-41.2889776,174.7618712,,,,convenience,,,,,,,,,Four Square
-41.2893497,174.7623457,cafe,,,,,,,,,,,,Kelburn Cafe
-41.2893549,174.7622264,pub,,,,,,,,,,,,Kelburn Village Pub
-41.3125774,173.2343116,cafe,,,,,,,,,,,,Infused
-41.3123373,173.2344336,,,,convenience,,,,,,,,,Night and Day
-41.3127346,173.2341479,pharmacy,,,,,,,,,,,,Hurst & Taylor
-41.3156742,173.2383223,place_of_worship,,,,,,,,,,,,Saint Andrew's
-41.3126668,173.2352908,place_of_worship,,,,,,,,,,,,Saint Barnabas
-41.3114821,173.2331235,place_of_worship,,,,,,,,,,,,Methodist Church
-41.3128159,173.2317342,place_of_worship,,,,,,,,,,,,Saint Francis
-39.4969732,176.9155133,,,,,,,,,,station,,,Napier Railway Station
-41.2308632,174.8108881,,,camp_site,,,,,,,,,,Capital Gateway Motor Inn
-41.8759566,172.8611944,,,,,,sports_centre,,,,,,,Rainbow Ski Area
-42.7463671,171.5130467,,,camp_site,,,,,,,,,,Jacksons Retreat - West Coast Holiday Park
-36.1647342,175.3616218,restaurant,,,,,,,,,,,,Port Fitzroy Burger Bar
-38.0607933,177.0095766,,,,,,,,,,station,,,Taneatua Railway Station
-37.1437938,175.5426822,,,,,,,,,,station,,,Thames Railway Station
-44.6786840,169.1899609,,,camp_site,,,,,,,,,,Albert Town Campground
-44.2393388,169.0359614,,,alpine_hut,,,,,,yes,,,,Kerin Forks Hut
-44.4413585,169.2619818,,,camp_site,,,,,,,,,,Kidds Bush
-44.9407043,168.8399956,,,,,,park,,,,,,,O'Callaghan Park
-44.2048201,169.0615860,,,alpine_hut,,,,,,,,,,Siberia Hut
-43.5075237,172.6624712,fuel,,,,,,,,,,,,Z
-43.5073077,172.6624738,fast_food,,,,,,,,,,,,Burger King
-45.2092247,170.2523411,,,,,,,,,,station,,,Kokonga
-37.9165878,175.5551436,fuel,,,,,,,,,,,,Mobil
-37.8917925,175.4693435,fuel,,,,,,,,,,,,Mobil
-37.6695595,175.3036273,cafe,,,,,,,,,,,,Firepot Cafe
-37.6707507,175.3067965,veterinary,,,,,,,,,,,,Global Veterinary Services
-37.6706545,175.3065519,,,,convenience,,,,,,,,,Gordonton   Superette
-37.6710718,175.3079991,public_hall,,,,,,,,,,,,Gordonton Hall
-37.6697252,175.3022796,,,,,,sports_centre,,,,,,,Gordonton Tennis Club
-37.6710398,175.3071919,place_of_worship,,,,,,,,,,,,Oaks Christian Centre
-37.6731035,175.3128861,place_of_worship,,,,,,,,,,,,Saint Marys Church
-37.6166408,175.1865596,cafe,,,,,,,,,,,,Hopin Stopin Cafe
-37.6138679,175.1898868,pub,,,,,,,,,,,,Taupiri Tavern
-37.3985374,174.7118670,fast_food,,,,,,,,,,,,Kaos at the Koast Fish and Chips
-37.3916206,174.7253855,school,,,,,,,,,,,,Te Kura Kaupapa
-37.3919048,174.7224992,,,camp_site,,,,,,,,,,Port Waikato Holiday Park
-37.6912952,175.0005536,,,,,,water_park,,,,,,,Waingaro Hot Springs
-37.7389160,175.1527811,place_of_worship,,,,,,,,,,,,Saint Marks Church
-37.7432748,175.1526416,,,,convenience,,,,,,,,,Te Kowhai Food Centre
-37.0994460,175.1421575,shelter,,,,,,,,,,,,Repeater Campground Shelter
-37.9912503,175.2007086,,,hotel,,,,,,,,,,Alexandra Hotel
-37.9903612,175.2002905,,,attraction,,,,,,,,,,Birdsong Gallery
-37.9918927,175.1999171,,,,convenience,,,,,,,,,Four Square
-37.9906109,175.2007808,cafe,,,,,,,,,,,,Pirongia Village Cafe
-37.9908988,175.2002147,,,information,,,,,,,,,,Pirongia Visitor Centre
-37.9905122,175.2002133,fire_station,,,,,,,,,,,,Pirongia Volunteer Fire Force
-37.9883666,175.2011593,place_of_worship,,,,,,,,,,,,Saint Saviour Anglican
-38.1862461,175.2111197,atm,,,,,,,,,,,,ASB
-38.1857303,175.2117978,bank,,,,,,,,,,,,Bank of New Zealand
-38.1886940,175.2088187,fuel,,,,,,,,,,,,Caltex
-38.1859583,175.2107558,,,information,,,,,,,,,,I-Site
-38.1891178,175.2100874,fast_food,,,,,,,,,,,,McDonalds
-38.1845986,175.2120878,fuel,,,,,,,,,,,,Mobil
-38.1856458,175.2115151,bank,,,,,,,,,,,,ANZ
-38.1858731,175.2107817,library,,,,,,,,,,,,Otorohanga Library
-38.1836509,175.2054081,kindergarten,,,,,,,,,,,,Otorohanga Playcentre
-38.1862153,175.2113087,atm,,,,,,,,,,,,Quickcash
-38.1862008,175.2111240,cafe,,,,,,,,,,,,Ronnies Cafe
-38.1882736,175.2099514,fast_food,,,,,,,,,,,,Subway
-38.1869249,175.2108622,bar,,,,,,,,,,,,Thirsty Weta Bar
-38.1858216,175.2114459,fast_food,,,,,,,,,,,,Top Taste Chicken
-38.1872133,175.2113356,veterinary,,,,,,,,,,,,Vet Focus
-38.1860565,175.2113913,bank,,,,,,,,,,,,Westpac
-38.1867245,175.2108086,bank,,,,,,,,,,,,Westpac
-38.2553253,175.1789752,,,motel,,,,,,,,,,Caves Motor Inn
-38.3336251,175.1645057,bank,,,,,,,,,,,,ANZ
-38.3351501,175.1660189,atm,,,,,,,,,,,,ASB
-38.3380591,175.1668882,fuel,,,,,,,,,,,,BP
-38.3350178,175.1659069,bank,,,,,,,,,,,,Bank of New Zealand
-38.3364046,175.1669846,public_building,,,,,,,,,,,,Citizens Advice Beureau
-38.3378912,175.1669952,restaurant,,,,,,,,,,,,Gas and Gobble Restaurant
-38.3354929,175.1659542,,,attraction,,,,,,,,,,Meadsville Gallery
-38.3344158,175.1632227,,,motel,,,,,,,,,,Motel Te Kuiti
-38.3343647,175.1667484,bank,,,,,,,,,,,,ANZ
-38.3318808,175.1625498,fuel,,,,,,,,,,,,Petrol
-38.3336196,175.1651825,doctors,,,,,,,,,,,,Physio Clinic
-38.3342021,175.1650529,atm,,,,,,,,,,,,Quickcash
-38.3336480,175.1670393,,,guest_house,,,,,,,,,,Riverside Lodge
-38.3369531,175.1684547,,,attraction,,,,,,,,,,Shearer
-38.3341313,175.1666756,community_centre,,,,,,,,,,,,Te Kuiti Community Link
-38.3345255,175.1664373,fire_station,,,,,,,,,,,,Te Kuiti Volunteer Fire Brigade
-38.3351450,175.1671201,doctors,,,,,,,,,,,,Te Kuiti Health Centre
-38.3322976,175.1630742,,,hotel,,,,,,,,,,Te Kuiti Hotel
-38.3314759,175.1730816,kindergarten,,,,,,,,,,,,Te Kuiti Kindergarten
-38.3337960,175.1647243,pharmacy,,,,,,,,,,,,Te Kuiti Phamacy
-38.3328922,175.1646083,library,,,,,,,,,,,,Te Kuiti Public Library
-38.3335826,175.1671341,restaurant,,,,,,,,,,,,Te Kuiti Restaurant and Bar
-38.3145816,175.1432011,,,guest_house,,,,,,,,,,Tomo Potz Bed and Breakfast
-38.3339394,175.1634248,,,,car_repair,,,,,,,,,VTNZ
-38.3330371,175.1648115,veterinary,,,,,,,,,,,,Vets
-38.3334245,175.1648857,bank,,,,,,,,,,,,Westpac
-38.3319634,175.1621593,,,attraction,,,,,,,,,,Wetas
-38.3348785,175.1636392,restaurant,,,,,,,,,,,,Wheels Restaurant
-38.3239440,175.1526087,fuel,,,,,,,,,,,,Z
-38.5204828,175.3617065,,,attraction,,,,,,,,,,Art Doc Gallery
-38.5221449,175.3638447,fire_station,,,,,,,,,,,,Benneydale Fire Brigade
-38.5207362,175.3623705,,,hotel,,,,,,,,,,Benneydale Hotel
-38.5199225,175.3649720,,,,convenience,,,,,,,,,Benneydale Store
-38.5197929,175.3653815,fuel,,,,,,,,,,,,Petrol
-38.3707788,175.7738831,atm,,,,,,,,,,,,Access Cash
-38.3691057,175.7718053,place_of_worship,,,,,,,,,,,,Gospel Chapel
-38.3681376,175.7768018,,,guest_house,,,,,,,,,,Lake Maraetai Lodge
-38.3707938,175.7753508,,,motel,,,,,,,,,,Lakeside Village Inn
-38.3695936,175.7746272,place_of_worship,,,,,,,,,,,,Mangakino Community Parish
-38.3706217,175.7751527,doctors,,,,,,,,,,,,Mangakino Doctor Surgery
-38.3708274,175.7741170,,,,convenience,,,,,,,,,Mangakino Four Square
-38.3696791,175.7742117,,,hotel,,,,,,,,,,Mangakino Hotel
-38.3905801,175.7595056,fuel,,,car_repair,,,,,,,,,Jas Kelly Motors
-38.6187580,175.7280163,,,,convenience,,,,,,,,,Tihoi Trading Post
-45.0014357,168.0091442,,,camp_site,,,,,,,,,,Deer Flat Campsite
-45.2322601,167.8117698,,,camp_site,,,,,,,,,,Henry Creek Campsite
-44.8584551,168.1010868,,,camp_site,,,,,,,,,,Lake Gunn Campsite
-45.0650496,167.9906389,,,camp_site,,,,,,,,,,Mackay Creek Campsite
-44.9575332,168.0176104,,,camp_site,,,,,,,,,,Smithy Creek Campsite
-45.0766874,167.9844902,,,camp_site,,,,,,,,,,Totara Campsite
-44.9294463,168.0291930,,,camp_site,,,,,,,,,,Upper Eglinton Campsite
-45.1008755,167.9678116,,,camp_site,,,,,,,,,,Walker Creek Campsite
-38.9089651,175.7512156,fuel,,,,,,,,,,,,G.A.S.
-38.9087600,175.7513259,,,,convenience,,,,,,,,,Omori Store
-38.9635132,175.7654419,,,hotel,,,,,,,,,,Aotearoa Thermal Resort
-38.8906356,175.7608123,cafe,,,,,,,,,,,,Floating Rock Cafe
-38.9511229,175.7441985,,,guest_house,,,,,,,,,,Lakeland House
-38.9626816,175.7649575,fuel,,,,,,,,,,,,Shell
-38.9714980,175.7704817,,,motel,,,,,,,,,,Oasis Motel and Caravan Park
-38.9891635,175.8092745,atm,,,,,,,,,,,,ASB
-38.9887714,175.8106131,fuel,,,,,,,,,,,,BP
-38.9887561,175.8117172,,,hostel,,,,,,,,,,Backpackers
-38.9109473,175.9032516,fuel,,,,,,,,,,,,Caltex
-38.9133910,175.8977337,fuel,,,,,,,,,,,,Challenge!
-38.9876956,175.8091480,place_of_worship,,,,,,,,,,,,Church of the Cross
-38.9876273,175.8077355,doctors,,,,,,,,,,,,Doctors Surgery
-38.9884889,175.8113649,,,hostel,,,,,,,,,,Extreme Backpackers
-38.9898746,175.8092764,restaurant,,,,,,,,,,,,Four Fish Restaurant
-38.9887385,175.8087990,,,,convenience,,,,,,,,,Fresh and Easy Supermarket
-38.9879332,175.8116685,,,attraction,,,,,,,,,,Hot Shots Shooting Range
-38.9888374,175.8116716,,,attraction,,,,,,,,,,Indoor Climbing Wall
-38.9341249,175.8724062,cafe,,,,,,,,,,,,Licorice Cafe
-38.9350957,175.8818957,,,guest_house,,,,,,,,,,Meredith House Bed and Breakfast
-38.9887362,175.8079116,,,,doityourself,,,,,,,,,Mitre 10
-38.9338948,175.8733853,,,motel,,,,,,,,,,Motuoapa Lodge
-38.9885645,175.8104652,cafe,,,,,,,,,,,,Mustard Seed Cafe
-38.9885791,175.8117472,,,attraction,,,,,,,,,,Rafting New Zealand
-38.9888046,175.8117744,cafe,,,,,,,,,,,,Red Crater Cafe
-38.9853282,175.8121041,,,hostel,,,,,,,,,,Riverstone Backpackers
-38.9908483,175.8052815,place_of_worship,,,,,,,,,,,,Saint Joseph the Worker Catholic Church
-38.9879075,175.8096326,public_building,,,,,,,,,,,,Senior Citizen Centre
-38.9884101,175.8094077,cafe,,,,,,,,,,,,Thyme for Food Cafe
-38.9882969,175.8130379,public_building,,,,,,,,,,,,Tongairio Chartered Club Inc
-38.9881106,175.8123266,public_building,,,,,,,,,,,,Tongairio RSA
-38.9097164,175.9067773,,,motel,,,,,,,,,,Tonys Lodge
-38.9907366,175.8083982,,,attraction,,,,,,,,,,Tree Trunk Gallery
-38.9890117,175.8096548,dentist,,,,,,,,,,,,Turangi Dental Centre
-38.9821655,175.8073558,place_of_worship,,,,,,,,,,,,Turangi Evangelical Church
-38.9903303,175.8063956,fire_station,,,,,,,,,,,,Turangi Volunteer Fire Brigade
-38.9894331,175.8116539,,,motel,,,,,,,,,,Turangi Leisure Lodge
-38.9894165,175.8105138,,,information,,,,,,,,,,Turangi Visitor Centre
-38.9893202,175.8090805,restaurant,,,,,,,,,,,,Valentinos Restaurant
-38.9899863,175.8077717,police,,,,,,,,,,,,Police
-38.7880710,176.0763428,,,guest_house,,,,,,,,,,Lake Front Accommodation
-38.5031277,176.0498328,cafe,,,,,,,,,,,,Equestrian Cafe
-38.3558565,176.0048643,fuel,,,,,,,,,,,,Gull Atiamuri
-39.0508877,175.5522524,,,,,,sports_centre,,,,,,,Sir Edmund Hillary Outdoor Pursuits Centre
-39.0461432,175.6035721,cafe,,camp_site,,,,,,,,,,Tongariro Base Camp Cafe
-39.1758372,175.4020166,,,chalet,,,,,,,,,,Alpine Chalets
-39.1712280,175.4013205,restaurant,,,,,,,,,,,,Elvins Bar and Bistro
-39.1966577,175.4012354,,,motel,,,,,,,,,,Mountain Heights Lodge
-39.1748115,175.4011284,,,hostel,,,,,,,,,,National Park Backpackers
-39.1719009,175.3938740,,,hotel,,,,,,,,,,National Park Hotel
-39.1731846,175.3986246,,,motel,,,,,,,,,,Pipers Lodge
-39.1742908,175.4018433,bar,,,,,,,,,,,,Schnapps Bar
-39.1715620,175.3951190,,,hostel,,,,,,,,,,Ski Haus Packpackers
-39.1711252,175.4007020,,,,outdoor,,,,,,,,,Skibiz
-39.2269531,175.3974443,,,hostel,,,,,,,,,,The Crossing Lodge and Backpackers
-39.1748102,175.4013011,,,hostel,,,,,,,,,,YHA Hostel
-39.4780579,175.6686165,cafe,,,,,,,,,,,,Aldos Cafe
-39.4802859,175.6688545,cafe,,,,,,,,,,,,Angkor Wat Cafe Shop
-39.4684273,175.6721747,kindergarten,,,,,,,,,,,,Childcare Schoolhouse
-39.4809123,175.6697701,cafe,,,,,,,,,,,,Museum Cafe
-39.4789776,175.6682605,,,motel,,,,,,,,,,Oasis Motel and Restaurant
-39.4784960,175.6681456,fast_food,,,,,,,,,,,,Pizza
-39.4782196,175.6686449,fast_food,,,,,,,,,,,,Subway
-39.4772342,175.6674465,,,motel,,,,,,,,,,Waiouru Welcome Inn
-39.4268006,175.2785401,cafe,,,,,,,,,,,,Angel Louise Cafe
-39.4279137,175.2816325,fuel,,,,,,,,,,,,Caltex
-39.4264583,175.2783152,cafe,,,,,,,,,,,,Couch Caffe
-39.4269863,175.2792781,doctors,,,,,,,,,,,,Doctors Surgery
-39.4265535,175.2774495,,,,convenience,,,,,,,,,Four Square
-39.4268545,175.2787828,,,information,,,,,,,,,,Information and Booking Office
-39.4271625,175.2796625,,,hostel,,,,,,,,,,International Airport Backpackers
-39.4312067,175.2775684,kindergarten,,,,,,,,,,,,Nancy Winter Childhood Centre
-39.4273057,175.2802386,public_building,,,,,,,,,,,,Raetihi Cosmopolitan Club
-39.4259804,175.2765812,library,,,,,,,,,,,,Ruapehu District Council and Library
-39.4262769,175.2764241,veterinary,,,,,,,,,,,,Ruapehu Veterinary Services
-39.4334088,175.2770560,,,hotel,,,,,,,,,,Snowy Waters Lodge
-39.4274061,175.2805961,doctors,,,,,,,,,,,,Waimarino Health Centre
-39.4178013,175.4003317,,,motel,,,,,,,,,,Alpine Motel
-39.4185606,175.3996164,restaurant,,,,,,,,,,,,Alpine Restaurant and Bar
-39.4186138,175.3997595,bar,,,,,,,,,,,,Altitude 585 Bar
-39.4187408,175.3996875,fuel,,,,,,,,,,,,BP
-39.4171494,175.3991211,bank,,,,,,,,,,,,Bank of New Zealand
-39.4153902,175.3991645,,,hostel,,,,,,,,,,Canoe Safari Lodge
-39.4144718,175.3922494,doctors,,,,,,,,,,,,Community Health Centre
-39.4180862,175.3984900,,,information,,,,,,,,,,I - Site
-39.4161501,175.4037398,place_of_worship,,,,,,,,,,,,Kingdom Hall of Jehovahs Witnesses
-39.4165228,175.3969108,,,hostel,,,,,,,,,,LKNZ Lodge
-39.4177288,175.3989998,,,,supermarket,,,,,,,,,New World
-39.4107873,175.4063348,,,motel,,,,,,,,,,Ohakune Court Motel
-39.4167094,175.4001561,fire_station,,,,,,,,,,,,Ohakune Volunteer Fire Brigade
-39.4140639,175.4067379,kindergarten,,,,,,,,,,,,Ohakune Kindergarten
-39.4177410,175.3980225,,memorial,,,,,,,,,,,Ohakune Memorial
-39.4161717,175.3949786,,,,doityourself,,,,,,,,,Placemakers
-39.4194846,175.4028006,,,chalet,,,,,,,,,,Ruapehu Cabins
-39.4169297,175.3962320,,,motel,,,,,,,,,,Ruapehu Views Motel
-39.4160639,175.3979431,place_of_worship,,,,,,,,,,,,Saint Johns Anglican Church
-39.4179339,175.4001684,restaurant,,,,,,,,,,,,Sassis Restaurant and Bar
-39.4166922,175.3973822,cafe,,,,,,,,,,,,Shelter Cafe and Bar
-39.4184212,175.3993297,,,,outdoor,,,,,,,,,Ski Shed
-39.4191718,175.4008877,,,guest_house,,,,,,,,,,Snowhaven Accommodation
-39.4159763,175.3983188,,,,,,sports_centre,,,,,,,The Gym
-39.4129381,175.4052430,,,motel,,,,,,,,,,The Hobbit Motel and Backpackers
-39.4100257,175.4070681,,,motel,,,,,,,,,,The Peaks Motor Inn
-39.4142869,175.4026685,,,guest_house,,,,,,,,,,The Penguins Bed and Breakfast
-39.4178926,175.3984093,cafe,,,,,,,,,,,,Utopia Cafe
-39.4093320,175.3801095,,,hostel,,,,,,,,,,Venture Lodge
-39.4174134,175.3993294,bank,,,,,,,,,,,,Westpac
-39.4165685,175.3963314,police,,,,,,,,,,,,Police
-41.2773430,173.7663534,pub,,,,,,,,,,,,Lenny's
-39.4169351,175.3956744,,,motel,,,,,,,,,,Mountain View Motel
-36.9110919,174.6523863,cafe,,,,,,,,,,,,Radiant Cafe
-37.1884505,174.8276818,fire_station,,,,,,,,,,,,Patumahoe Volunteer Fire Brigade
-40.8332731,172.8847582,,,,convenience,,,,,,,,,Pohara Store
-40.8346774,172.8772802,cafe,,,,,,,,,,,,Totally Roasted
-41.3148804,173.2326729,fuel,,,,,,,,,,,,Mobil Stoke
-43.2125029,171.6910206,,,attraction,,,,,,,,,,Leith Hill Scree ("depression" / "sink hole")
-43.1810682,171.6780770,,,attraction,,,,,,,,,,Picnic Rock Lookout
-38.9352098,175.3850681,,,,convenience,,,,,,,,,Kakahi General Store
-38.9439303,175.3824878,,,camp_site,,,,,,,,,,Ruapehu Christian Camp
-36.8332861,175.7041665,pub,,,,,,,,,,,,Smitty's Sports Bar
-44.9058055,167.9083205,,,alpine_hut,,,,,,,,,,Clinton Hut
-44.9218732,167.9282187,,,alpine_hut,,,,,,,,,,Glade House
-44.8407138,167.8042190,shelter,,,,,,,,,,,,Bus Stop
-44.8374690,167.8008027,,,alpine_hut,,,,,,,,,,Pompolona Hut
-44.7378464,167.8020421,shelter,,,,,,,,,,,,Boatshed Shelter
-44.7686320,167.7647714,,,alpine_hut,,,,,,yes,,,,Dumpling Hut
-44.7059417,167.8525550,shelter,,,,,,,,,,,,Giant Gate Falls
-44.7912561,167.7528653,,,alpine_hut,,,,,,,,,,Quintin Hut
-44.7940413,167.7741005,shelter,,,,,,,,,,,,Robert Allen Shelter
-44.6839442,167.9007870,shelter,,,,,,,,,,,,Sandfly Point
-39.1562670,174.2082290,,,hotel,,,,,,,,,,Railway Hotel
-36.8586586,174.7303565,,,,supermarket,,,,,,,,,Harvest Whole Foods
-43.4633935,170.0196543,,,information,,,,,,,,,,DOC Visitor Centre
-43.4654640,170.0179581,,,,convenience,,,,,,,,,Fox Glacier Magazines
-43.4648311,170.0179873,pub,,,,,,,,,,,,Cook Saddle
-36.8790348,174.7274902,doctors,,,,,,,,,,,,Family Doctors
-36.2506507,175.4401452,,,hotel,,,,,,,,,,Bay Lodge Cottage
-37.1355760,174.7019791,restaurant,,,,,,,,,,,,Chin Wags Restaurant and Bar
-37.1352180,174.7043494,,,,,,sports_centre,,,,,,,Clarks Beach Bowling Club
-37.1357753,174.7021528,,,,convenience,,,,,,,,,Clarks Beach Store
-37.1353928,174.7018585,fast_food,,,,,,,,,,,,Clarks Beach Takeaways
-37.1353173,174.7051280,kindergarten,,,,,,,,,,,,Playcentre
-37.1376598,174.7522382,,,,convenience,,,,,,,,,Four Square
-37.1374919,174.7522970,fuel,,,,,,,,,,,,G.A.S.
-37.1326179,174.7971167,,,attraction,,,,,,,,,,Spookers
-37.1367848,174.7518289,fire_station,,,,,,,,,,,,Waiau Pa Volunteer Fire Brigade
-37.0985697,174.8848568,cafe,,,,,,,,,,,,Harrys Kitchen Cafe
-39.5976863,174.2931093,,,guest_house,,,,,,,,,,Tairoa Lodge and Cottage
-39.4805186,174.2337494,,,guest_house,,,,,,,,,,Kingfisher Cottage
-41.2034885,174.9054002,,,,,,,,,,station,,,Melling
-41.3239216,174.8154124,,,,,,playground,,,,,,,Crawford Green playground
-36.8499755,174.7747578,car_rental,,,,,,,,,,,,Apex Car Rentals
-43.0387804,172.1492235,,,alpine_hut,,,,,,,,,,Tarn Hut
-43.1027880,172.1852947,parking,,,,,,,,,,,,Puketeraki Forest Conservation Area Car Park
-36.9790442,174.7806861,car_rental,,,,,,,,,,,,Lucky Campervan Rentals
-36.1933992,175.4132281,,,alpine_hut,,,,,,,,,,Mt Heale Hut
-37.9586386,176.9824230,fuel,,,,,,,,,,,,Z Whakatane
-37.9587408,176.9922775,fast_food,,,,,,,,,,,,McDonalds
-37.9582381,176.9911931,fast_food,,,,,,,,,,,,KFC
-37.9582787,176.9925822,fast_food,,,,,,,,,,,,Burger King
-36.9957815,175.8495624,,,hostel,,,,,,,,,,The Pinnacles Backpackers
-36.7216630,175.7301866,arts_centre,,,,,,,,,,,,Blackjack Art Gallery & Espresso
-36.3042147,175.4667453,,,hotel,,,,,,,,,,Puriri Bay Retreat
-36.8486288,174.7644501,,,,supermarket,,,,,,,,,Countdown
-36.8473411,174.7733622,car_rental,,,,,,,,,,,,Omega Car Rentals
-36.8471588,174.7691414,car_rental,,,,,,,,,,,,Europcar
-36.2972965,175.4881255,,,hotel,,,,,,,,,,Barrier Oasis Lodge
-36.2968163,175.4878573,,,hotel,,,,,,,,,,Aotea Lodge
-37.2600711,175.3641055,cafe,,,,,,,,,,,,Corogate Cafe
-37.2381683,175.3857498,,,,convenience,,,,,,,,,Country Store
-37.1393739,175.5422557,bank,,,,,,,,,,,,ANZ
-37.1485930,175.5499126,,,motel,,,,,,,,,,Avalon Motel
-37.1480132,175.5492826,fuel,,,,,,,,,,,,BP
-37.1377663,175.5422525,place_of_worship,,,,,,,,,,,,Baptist Church
-37.1358292,175.5407875,cafe,,,,,,,,,,,,Chequers Cafe
-37.1534790,175.5599715,place_of_worship,,,,,,,,,,,,Church of Christ
-37.1385107,175.5418605,,,,convenience,,,,,,,,,Four Square
-37.1350931,175.5369383,,,,,,,,,,station,,,Grahamstown Station
-37.1513303,175.5566969,place_of_worship,,,,,,,,,,,,Holy Trinity  Anglican Church
-37.1383063,175.5406001,fuel,,,,,,,,,,,,Mobil
-37.1353275,175.5405059,restaurant,,,,,,,,,,,,Nakontong Restaurant
-37.1386606,175.5448862,place_of_worship,,,,,,,,,,,,Seventh Day Adventist Church
-37.1407492,175.5429450,dentist,,,,,,,,,,,,Thames Dental and Podiatry Clinic
-37.1365104,175.5402773,fire_station,,,,,,,,,,,,Thames Volunteer Fire Brigade
-37.1341039,175.5401097,,,museum,,,,,,,,,,Thames Historiacl Museum
-37.1349752,175.5376811,,,museum,,,,,,,,,,Thames School of Mines Museum
-37.1396805,175.5400168,,,,department_store,,,,,,,,,The Warehouse
-37.1343292,175.5398214,pub,,,,,,,,,,,,Workingmens Club
-37.1845229,175.5675517,cafe,,,,,,,,,,,,Kopu Cafe
-37.1840633,175.5699223,,,hotel,,,,,,,,,,Kopu Station Hotel
-37.1386713,175.5435238,place_of_worship,,,,,,,,,,,,Life Equip Church
-37.1834794,175.5699420,fuel,,,,,,,,,,,,Mobil
-37.1832118,175.5699251,,,motel,,,,,,,,,,Rendezvous Motel
-37.1326602,175.5349131,,,,,,sports_centre,,,,,,,Thames Croquet Club
-37.1845536,175.5688204,,,,car_repair,,,,,,,,,VTNZ
-41.2837190,174.7784150,toilets,,,,,,,,,,,,Lobster loos
-37.8886270,176.7588945,cafe,,,,,,,,,,,,Auntys Cafe
-37.8884692,176.7580253,fuel,,,,,,,,,,,,G.A.S.
-37.8774108,176.7267603,,,camp_site,,,,,,,,,,Holiday Park
-37.8881198,176.7562365,,,hotel,,,,,,,,,,Matata Hotel
-37.8886584,176.7576921,fire_station,,,,,,,,,,,,Matata Volunteer Fire Brigade
-37.8887625,176.7594738,,,,convenience,,,,,,,,,Matata General Store
-37.9745982,176.8242437,veterinary,,,,,,,,,,,,Bay Vets
-37.9790681,176.8262223,,,,,,sports_centre,,,,,,,Edgecumbe Bowling Club
-37.9789804,176.8276149,public_building,memorial,,,,,,,,,,,Edgecumbe District War Memorial Hall
-37.9744189,176.8275722,library,,,,,,,,,,,,Edgecumbe Library
-37.9754187,176.8268136,,,,supermarket,,,,,,,,,Edgecumbe Supervalue Supermarket
-37.9761522,176.8279699,,,,convenience,,,,,,,,,Edgecumbe Suppa Market
-37.9747869,176.8277609,doctors,,,,,,,,,,,,Riverslea Medical Centre
-37.9758261,176.8272489,fuel,,,,,,,,,,,,Z
-37.9766409,176.8291490,community_centre,,,,,,,,,,,,Cosmopolitan Club
-37.9754189,176.8281929,,,hotel,,,,,,,,,,Plains Hotel
-37.8223204,176.4892506,fuel,,,,,,,,,,,,BP
-37.7622770,176.4854611,bbq,,,,,,,,,,,,Barbeque
-37.7718167,176.4987526,restaurant,,,,,,,,,,,,Happy Pipi Restaurant
-37.7878257,176.5242537,,,,convenience,,,,,,,,,Pukehina Beach Store
-37.7892472,176.5273065,fire_station,,,,,,,,,,,,Pukehina Volunteer Fire Brigade
-37.7905418,176.5275670,,,camp_site,,,,,,,,,,Pukehina Motor Camp
-37.7603743,176.4839894,parking,,,,,,,,,,,,Dotterel Point
-38.0050764,177.2847361,bank,,,,,,,,,,,,ANZ
-38.0044512,177.2847301,bank,,,,,,,,,,,,Bank of New Zealand
-38.0093623,177.2844614,place_of_worship,,,,,,,,,,,,Baptist Church
-38.0062374,177.2869725,fuel,,,,,,,,,,,,Caltex
-38.0120837,177.2844636,fuel,,,,,,,,,,,,Caltex
-38.0112722,177.2869098,,,,convenience,,,,,,,,,Four Square
